,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
37116,32,2,262153,11,0,2,4,4,1,35,38,0
37117,36,2,225516,7,4,11,1,2,1,43,38,1
37118,26,4,68729,11,4,11,2,1,1,50,38,1
37119,37,2,126954,9,2,3,0,4,1,50,38,1
37120,38,2,85074,7,0,0,4,4,0,40,38,0
37121,26,2,383306,2,2,2,0,4,1,40,38,0
37122,50,2,128143,9,2,2,0,4,1,50,38,1
37123,47,2,185041,15,2,2,0,4,1,40,38,1
37124,42,2,99373,11,0,6,1,4,0,40,38,0
37125,66,1,157942,11,6,13,1,2,0,40,38,0
37126,43,2,241928,11,5,0,1,2,0,32,38,0
37127,37,2,348739,9,2,9,0,4,1,45,38,1
37128,37,2,95654,0,0,3,4,4,0,35,38,0
37129,25,2,367306,15,4,12,3,4,0,40,38,0
37130,29,2,270421,9,2,2,0,4,1,50,38,1
37131,50,4,156951,7,2,6,0,4,1,40,38,1
37132,42,5,39239,12,4,9,1,4,1,70,38,0
37133,32,2,72744,11,4,2,3,4,1,40,38,0
37134,42,5,367292,15,2,10,0,4,1,40,38,1
37135,41,4,408498,11,2,3,0,4,1,50,38,0
37136,25,2,361493,9,4,11,1,4,1,40,38,0
37137,65,3,157403,11,2,11,0,4,1,50,38,0
37138,32,2,231263,15,2,6,0,4,1,50,38,0
37139,32,2,244147,11,4,2,4,4,1,10,38,0
37140,24,2,220944,15,2,2,0,4,1,60,38,0
37141,51,0,314007,11,0,3,1,4,0,40,38,0
37142,28,2,33374,1,3,7,4,4,0,35,38,0
37143,32,3,345489,15,2,3,0,4,1,55,38,1
37144,77,2,83601,14,2,3,0,4,1,40,38,0
37145,47,2,162302,11,0,0,4,4,0,20,38,0
37146,26,2,112847,11,4,5,1,4,1,40,38,0
37147,20,2,147344,15,4,5,3,4,1,20,38,0
37148,57,5,183657,15,2,9,0,2,1,35,38,1
37149,40,2,130760,10,2,9,0,4,1,45,38,0
37150,50,2,163948,12,2,11,0,4,1,40,38,1
37151,19,2,316797,5,2,5,3,4,1,45,25,0
37152,54,0,332243,2,2,0,0,4,1,40,38,0
37153,51,1,195844,15,2,10,0,4,1,40,38,1
37154,51,1,387250,9,2,0,0,4,1,50,38,1
37155,38,5,188303,15,2,10,0,4,1,40,38,1
37156,17,2,178953,2,4,11,3,4,0,20,38,0
37157,32,2,398988,9,4,3,1,4,1,40,38,0
37158,29,2,535978,15,2,2,0,4,1,45,38,0
37159,42,2,296982,15,0,11,4,4,1,40,38,0
37160,40,2,231991,11,0,3,4,4,0,40,38,0
37161,27,2,295799,15,2,2,0,4,1,40,38,0
37162,22,5,201569,9,4,9,3,4,0,20,38,0
37163,58,2,193568,1,6,7,1,4,0,40,38,0
37164,61,2,97128,9,2,11,0,4,1,45,38,1
37165,42,2,203393,9,2,2,5,2,0,35,38,1
37166,49,2,138370,12,3,10,1,1,1,40,18,0
37167,43,2,91949,11,0,6,1,2,0,40,38,0
37168,46,2,228372,9,0,11,4,4,1,40,38,1
37169,28,2,132191,11,2,13,0,4,1,45,38,1
37170,39,4,274683,15,2,11,0,4,1,50,38,1
37171,50,1,196307,15,2,2,0,4,1,40,38,1
37172,57,2,195835,15,3,0,1,4,1,40,38,0
37173,47,2,185399,11,2,7,5,4,0,38,38,0
37174,79,4,103684,11,2,4,0,4,1,40,38,0
37175,40,2,140559,11,2,8,5,4,0,45,38,0
37176,35,0,110188,9,2,9,0,1,1,40,39,0
37177,35,1,668319,9,2,3,0,4,1,80,38,0
37178,30,2,112358,9,2,7,0,4,1,60,38,1
37179,26,2,151810,0,4,4,1,2,1,40,38,0
37180,49,2,48120,11,4,13,4,2,0,40,38,0
37181,48,2,144844,11,2,2,0,4,1,40,38,0
37182,22,2,205839,15,4,7,1,4,1,45,38,0
37183,22,2,113760,1,4,7,3,4,0,30,38,0
37184,50,2,138358,0,5,0,1,2,0,47,22,0
37185,47,4,216657,11,2,4,0,4,1,60,38,0
37186,36,2,278576,11,2,13,0,4,1,50,38,0
37187,44,2,174373,7,2,2,0,4,1,40,38,1
37188,73,2,220019,6,6,7,4,4,0,9,38,0
37189,34,2,303867,9,2,9,0,4,1,40,38,1
37190,37,2,154210,15,2,2,0,1,1,40,16,0
37191,46,2,202560,15,2,0,5,4,0,40,38,1
37192,29,2,423024,4,2,4,0,4,1,40,25,0
37193,24,2,206671,8,2,2,0,4,1,40,38,0
37194,29,5,245310,15,4,9,1,4,1,35,38,0
37195,18,2,31983,2,4,0,3,4,0,20,38,0
37196,41,2,124956,9,0,3,4,2,0,90,38,1
37197,59,2,118358,11,2,2,0,4,1,40,38,1
37198,27,2,491421,4,4,4,4,4,1,50,38,0
37199,50,2,151580,7,2,2,0,4,1,45,38,0
37200,25,2,248990,3,4,6,1,4,1,24,25,0
37201,42,2,157425,9,0,3,4,4,0,45,38,0
37202,36,2,221650,15,2,2,0,4,1,40,23,0
37203,62,2,88055,15,2,0,0,4,1,60,38,1
37204,71,2,216608,8,4,0,1,4,0,40,38,0
37205,38,2,682947,9,0,3,1,4,1,55,38,1
37206,44,2,228124,11,3,0,4,2,0,40,38,0
37207,49,4,171540,15,2,4,0,4,1,60,38,0
37208,60,3,210827,9,2,9,0,4,1,40,38,1
37209,28,4,410351,11,2,3,0,4,1,40,30,0
37210,26,2,163747,9,4,11,1,4,0,55,38,0
37211,18,2,108892,1,4,5,3,4,1,12,38,0
37212,43,2,180096,8,2,2,0,4,1,50,38,1
37213,65,1,153890,2,6,3,1,4,1,44,38,0
37214,23,2,117480,0,4,2,3,4,1,44,38,0
37215,21,2,163333,15,4,7,3,4,0,35,38,0
37216,20,4,306710,11,4,4,3,4,1,40,38,0
37217,19,2,150553,15,4,11,3,1,0,18,29,0
37218,77,2,123959,11,6,0,1,4,0,32,38,0
37219,32,2,24961,8,2,12,0,4,1,40,38,0
37220,37,1,327120,15,2,13,0,4,1,30,38,0
37221,29,4,33798,11,2,13,0,4,1,45,38,0
37222,59,2,81929,10,2,9,0,4,1,45,38,1
37223,22,2,298489,15,4,2,3,4,1,40,38,0
37224,31,2,144064,11,2,2,0,4,1,48,38,1
37225,59,4,195835,11,2,11,0,4,1,60,38,0
37226,29,0,184723,15,4,7,1,4,0,40,38,1
37227,56,2,265086,11,2,2,0,4,1,50,38,1
37228,19,2,235909,15,4,0,3,4,0,20,38,0
37229,37,2,42645,11,2,4,0,4,1,40,38,0
37230,58,5,279878,12,2,3,0,4,1,40,38,1
37231,41,2,104892,12,2,3,0,4,1,40,38,1
37232,29,2,137063,11,4,11,4,4,1,38,38,0
37233,38,4,58972,11,2,3,0,4,1,50,38,0
37234,36,2,126675,12,2,9,0,4,1,50,38,1
37235,19,2,286435,15,4,2,3,4,1,40,38,0
37236,46,2,191389,11,2,3,5,4,0,28,38,1
37237,42,2,183241,12,2,9,5,4,0,45,38,1
37238,29,2,91547,15,4,11,1,4,0,40,38,0
37239,42,2,52781,9,2,9,0,4,1,40,38,1
37240,29,2,210959,7,2,0,0,4,1,40,38,0
37241,47,2,365516,12,0,9,4,4,0,40,38,0
37242,37,2,112271,1,2,2,0,4,1,40,38,1
37243,39,2,269455,11,2,4,0,4,1,45,38,0
37244,46,2,164379,9,0,11,4,2,0,35,38,1
37245,28,2,109621,7,2,13,0,4,1,40,38,0
37246,36,2,104858,15,2,4,0,4,1,56,38,1
37247,39,2,99270,11,0,0,3,4,0,40,38,0
37248,44,2,193524,15,2,9,0,4,1,40,38,0
37249,60,5,313946,11,2,7,0,4,1,40,38,0
37250,35,2,162358,9,4,3,1,4,0,50,38,1
37251,59,2,200700,9,2,2,0,2,1,48,38,1
37252,21,2,116489,15,4,11,3,4,0,60,38,0
37253,22,2,118310,7,4,9,3,4,0,16,38,0
37254,31,2,352465,15,2,3,0,4,1,50,38,1
37255,40,2,107433,9,2,3,0,4,1,50,38,1
37256,33,2,296538,11,2,11,0,4,1,45,38,1
37257,41,1,195897,12,2,9,0,4,1,60,38,0
37258,31,4,216283,7,2,7,5,4,0,35,38,1
37259,62,2,345780,8,0,7,1,4,1,40,38,0
37260,43,2,216685,11,2,9,5,4,0,35,38,0
37261,28,1,210945,9,4,9,1,2,0,60,38,0
37262,43,2,184321,0,2,6,0,2,1,40,38,1
37263,55,4,322691,12,2,11,0,4,1,55,38,1
37264,42,2,192712,11,5,7,4,4,0,25,38,0
37265,23,2,178272,9,4,9,1,4,0,40,38,0
37266,55,0,321333,15,2,0,0,4,1,40,38,1
37267,44,3,120277,9,2,3,0,4,1,45,38,1
37268,19,2,294029,1,4,11,3,3,0,32,26,0
37269,23,2,112819,11,4,6,3,4,1,40,38,0
37270,41,2,152636,11,0,2,4,4,0,50,38,0
37271,51,2,134808,11,5,5,4,4,0,40,38,0
37272,49,2,64216,11,0,13,1,4,1,90,38,0
37273,29,5,214284,12,4,9,4,1,0,20,35,0
37274,25,2,469572,15,4,9,1,4,1,40,38,1
37275,44,4,282722,14,2,9,0,4,1,50,38,1
37276,17,2,231439,1,4,5,3,4,1,30,38,0
37277,42,3,120277,12,2,3,0,4,1,40,38,1
37278,21,2,364685,1,4,12,3,4,0,35,38,0
37279,26,2,18827,15,4,13,1,4,1,40,38,0
37280,24,2,169129,15,4,9,1,4,1,40,38,0
37281,30,2,202051,9,2,3,0,4,1,42,38,1
37282,19,2,574271,11,4,5,3,4,1,28,38,0
37283,65,5,29276,5,6,7,2,4,0,24,38,0
37284,52,4,104501,15,2,12,0,4,1,60,38,1
37285,17,2,394176,0,4,5,3,4,1,20,38,0
37286,27,2,85625,11,4,7,3,4,1,22,38,0
37287,53,2,340723,14,4,9,1,4,0,40,38,0
37288,24,2,149342,9,4,11,1,4,0,40,38,0
37289,37,2,73715,15,2,2,0,4,1,40,38,1
37290,34,2,143083,8,2,0,5,4,0,18,38,0
37291,40,1,290660,7,0,3,1,4,1,50,38,1
37292,49,1,98738,11,2,2,0,4,1,40,38,1
37293,86,2,149912,12,4,0,1,4,0,40,38,0
37294,49,2,309033,8,2,9,5,4,0,60,38,1
37295,43,4,96129,1,2,5,0,4,1,60,38,0
37296,47,2,216096,15,3,3,4,4,0,35,32,0
37297,32,2,171091,11,2,13,0,4,1,50,38,1
37298,30,4,79303,8,2,4,0,4,1,60,38,0
37299,25,1,182380,11,4,2,3,4,1,40,38,0
37300,42,2,36271,9,2,11,0,4,1,40,38,1
37301,60,2,118197,15,2,2,0,4,1,65,38,0
37302,46,2,269652,15,2,2,0,4,1,38,38,1
37303,39,1,193815,15,2,10,0,4,1,40,38,1
37304,28,2,141957,7,2,12,0,4,1,70,38,1
37305,26,2,222637,0,4,2,1,4,1,55,32,0
37306,27,2,118230,15,4,0,3,4,0,40,38,0
37307,59,2,174040,15,0,9,4,4,1,40,38,0
37308,64,5,105748,11,2,4,0,4,1,40,38,0
37309,90,4,82628,11,4,3,1,4,1,12,38,0
37310,51,2,205100,15,0,11,1,4,0,45,38,1
37311,36,2,107916,11,2,13,0,4,1,40,38,0
37312,39,2,130620,5,3,6,4,3,0,40,5,0
37313,47,4,235646,12,2,9,0,4,1,40,38,1
37314,32,2,53277,12,2,3,0,4,1,60,38,1
37315,24,2,456460,7,2,0,5,4,0,40,38,0
37316,23,2,293091,11,4,11,3,4,1,30,38,0
37317,62,2,210935,11,2,7,0,4,1,20,38,0
37318,35,4,233533,9,5,2,1,4,1,65,38,0
37319,27,2,95647,9,4,9,3,1,1,40,38,0
37320,49,2,199763,15,0,6,1,4,0,35,38,0
37321,18,2,74539,0,4,11,1,4,1,20,38,0
37322,19,2,84610,15,4,7,3,4,0,30,38,0
37323,63,3,96930,7,2,11,0,4,1,40,38,1
37324,54,2,115602,11,2,7,5,2,0,40,38,0
37325,24,2,237341,15,2,9,5,4,0,40,38,1
37326,61,2,143800,0,2,13,0,4,1,50,38,1
37327,50,3,163921,11,2,11,0,4,1,48,38,1
37328,36,2,68273,9,2,11,0,4,1,40,38,1
37329,21,2,113163,15,4,0,3,4,1,50,38,0
37330,38,3,478829,14,2,9,0,4,1,50,38,1
37331,30,2,345705,15,2,3,2,4,1,40,38,0
37332,22,2,385077,11,4,2,3,4,1,40,38,0
37333,33,2,192286,15,0,0,1,1,0,52,38,0
37334,39,1,236391,11,2,6,0,4,1,38,38,1
37335,42,2,106679,11,2,2,0,4,1,50,38,1
37336,42,1,46094,9,0,13,1,4,1,33,38,0
37337,29,2,194940,9,2,3,0,4,1,40,38,0
37338,35,2,341643,9,4,11,1,4,1,55,38,0
37339,23,2,210474,15,4,7,3,4,0,30,38,0
37340,28,2,76313,15,2,2,0,0,1,60,38,0
37341,34,2,115858,11,0,0,3,4,0,40,38,0
37342,40,2,55191,15,4,0,1,2,0,40,38,0
37343,67,4,364862,11,6,7,1,4,0,30,38,0
37344,49,2,334787,11,2,7,0,4,1,40,38,0
37345,34,2,205733,11,4,0,1,4,0,40,38,0
37346,26,2,333677,9,4,3,3,4,1,35,38,0
37347,25,2,208591,11,4,6,3,4,1,40,38,0
37348,40,2,341204,15,0,3,4,4,0,30,38,0
37349,56,4,115422,11,2,4,0,4,1,40,38,0
37350,35,3,111319,7,2,11,0,4,1,45,38,1
37351,54,2,816750,11,2,2,0,4,1,40,38,0
37352,25,2,167835,9,4,3,1,4,0,40,38,0
37353,28,2,92262,9,2,11,0,4,1,40,38,0
37354,31,2,91964,9,4,3,1,4,1,40,38,0
37355,45,2,107682,11,0,0,4,4,0,40,38,0
37356,52,5,135388,11,2,2,0,4,1,40,38,0
37357,39,4,597843,12,4,9,1,4,0,50,3,0
37358,19,2,389942,11,4,11,1,4,1,40,38,0
37359,23,2,442274,2,4,0,4,4,1,40,38,0
37360,23,2,595461,5,4,2,1,4,1,40,25,0
37361,52,2,284329,8,2,9,0,4,1,40,38,1
37362,33,4,127894,14,2,9,0,4,1,60,38,1
37363,35,2,196899,9,4,5,1,1,0,50,13,0
37364,58,2,212534,11,2,2,0,4,1,40,38,0
37365,61,2,71209,11,2,2,0,4,1,45,38,1
37366,39,2,237943,9,2,3,0,4,1,70,38,1
37367,38,2,190759,1,2,2,0,4,1,40,38,0
37368,59,2,100313,11,2,3,0,4,1,40,38,1
37369,41,2,344624,9,0,3,1,4,1,50,38,1
37370,19,2,87497,1,4,13,2,4,1,10,38,0
37371,22,2,236907,15,4,5,3,4,1,20,38,0
37372,59,2,169639,7,6,3,4,4,0,40,38,0
37373,37,2,105803,11,2,2,0,4,1,45,38,1
37374,31,2,149507,2,2,2,0,4,1,43,38,0
37375,18,2,294387,1,4,5,1,4,1,40,38,0
37376,20,2,161708,15,4,11,3,4,0,35,38,0
37377,28,2,282389,11,4,13,1,4,1,60,38,0
37378,28,2,64940,15,4,7,3,4,0,30,38,0
37379,49,2,195727,9,2,3,0,4,1,40,38,0
37380,38,1,37931,11,2,10,0,4,1,40,38,1
37381,19,2,170720,11,4,11,3,4,1,20,38,0
37382,43,2,152958,9,2,3,0,4,1,40,38,1
37383,28,2,312372,11,2,3,0,2,1,40,38,1
37384,41,2,39581,15,0,0,1,2,0,24,7,0
37385,50,2,206862,12,2,3,0,4,1,65,38,1
37386,46,2,216934,9,0,0,1,4,1,40,31,0
37387,20,2,143062,15,4,4,3,4,1,40,38,0
37388,45,2,242391,9,2,3,0,4,1,60,38,1
37389,28,2,165030,15,4,3,1,4,0,50,38,0
37390,37,2,199251,15,2,7,5,4,0,40,38,0
37391,46,4,353012,10,2,9,0,4,1,50,38,1
37392,66,2,174491,11,2,5,0,4,1,40,38,0
37393,38,2,203138,9,2,0,5,4,0,50,38,1
37394,25,2,220220,1,4,5,3,4,1,45,38,0
37395,55,0,305850,14,2,3,0,4,1,40,38,1
37396,48,1,273402,5,2,13,0,4,1,40,38,0
37397,56,2,201344,15,6,2,4,4,0,38,38,0
37398,47,4,218676,12,2,3,0,4,1,45,38,0
37399,55,4,141807,9,2,3,0,4,1,40,38,1
37400,41,5,222434,7,2,10,0,4,1,40,38,0
37401,47,2,266860,15,2,11,0,4,1,65,38,1
37402,40,2,34113,11,4,3,1,0,1,43,38,0
37403,41,2,159549,9,2,11,0,4,1,40,38,0
37404,21,2,195248,15,4,11,3,3,0,20,38,0
37405,52,2,109413,11,4,11,1,4,1,40,38,0
37406,62,2,195343,10,0,9,4,4,1,50,38,1
37407,46,2,185291,1,2,5,0,4,1,45,38,1
37408,35,4,114366,9,2,9,0,4,1,40,38,0
37409,29,2,169631,11,3,0,3,4,0,40,38,0
37410,21,2,163870,0,2,7,0,4,1,40,38,0
37411,35,2,312232,11,5,2,1,4,1,50,38,0
37412,46,2,229737,9,2,11,0,4,1,50,18,1
37413,35,2,161637,10,2,9,0,1,1,40,35,1
37414,34,2,106014,15,0,2,1,4,1,60,38,0
37415,21,2,25265,8,4,6,1,4,1,30,38,0
37416,29,2,71860,11,2,4,0,4,1,60,38,0
37417,41,3,94113,12,2,3,0,4,1,60,38,1
37418,51,4,208003,11,2,11,0,4,1,40,38,0
37419,22,2,113550,11,4,0,3,4,0,40,38,0
37420,47,2,83046,9,4,3,1,4,1,40,38,0
37421,42,3,277488,14,2,9,0,4,1,65,38,1
37422,19,2,205830,11,4,7,3,4,0,40,7,0
37423,46,2,273575,9,2,13,0,4,1,40,38,1
37424,23,2,245147,15,4,5,3,2,1,40,38,0
37425,49,2,274720,11,2,2,0,2,1,40,38,0
37426,58,4,163047,9,0,9,1,4,0,40,38,0
37427,41,5,47902,9,2,0,0,4,1,50,38,1
37428,50,2,128798,9,2,12,0,4,1,40,38,1
37429,77,2,154205,11,6,0,1,4,0,10,38,0
37430,27,2,176683,8,2,7,0,4,1,60,38,0
37431,29,3,104737,11,2,2,0,4,1,60,38,0
37432,54,2,349340,13,2,2,0,1,1,40,18,0
37433,39,5,218249,15,5,9,4,2,0,37,38,0
37434,32,2,281540,15,2,12,0,4,1,50,38,0
37435,36,0,112847,9,2,9,0,1,1,40,38,0
37436,24,1,126613,9,4,9,3,4,0,20,38,0
37437,50,4,145419,12,2,11,0,4,1,45,38,1
37438,32,4,34572,11,0,4,1,4,1,65,38,0
37439,26,2,104045,9,4,3,1,4,0,40,38,0
37440,38,2,359001,8,2,9,0,4,1,42,38,0
37441,47,2,105273,9,6,2,4,2,0,40,38,0
37442,31,2,201122,15,2,3,0,4,1,40,38,1
37443,38,2,160035,11,2,2,0,4,1,55,38,0
37444,50,2,167886,15,2,11,0,4,1,40,38,1
37445,18,2,32059,1,4,5,3,4,1,40,38,0
37446,59,3,200453,12,2,11,0,4,1,40,38,0
37447,56,4,403072,15,2,2,0,4,1,50,38,1
37448,34,2,37210,11,4,0,3,4,1,50,38,0
37449,32,2,199416,9,2,9,0,4,1,40,38,0
37450,29,2,413227,9,4,7,1,4,1,35,38,0
37451,42,2,226902,9,2,12,0,4,1,45,38,1
37452,37,2,195189,15,0,7,4,2,0,40,38,0
37453,36,2,116608,11,0,3,1,4,0,40,38,0
37454,59,2,99131,12,6,3,1,4,0,40,38,1
37455,32,2,553405,9,2,11,0,4,1,50,38,1
37456,52,1,186117,11,2,10,0,4,1,56,38,1
37457,29,5,67053,11,4,7,1,1,1,40,36,0
37458,39,2,347960,14,4,9,1,4,0,35,38,1
37459,39,2,325374,15,4,0,1,4,1,40,38,0
37460,69,2,130413,9,6,3,1,4,0,15,38,0
37461,43,2,111949,11,2,7,5,4,0,35,38,0
37462,39,2,278557,8,2,2,0,4,1,48,38,0
37463,19,2,194905,15,4,7,3,4,0,30,38,0
37464,60,1,195453,8,2,3,0,4,1,60,38,1
37465,51,2,282549,11,2,6,0,2,1,40,38,0
37466,75,2,316119,15,6,9,1,4,0,8,38,0
37467,37,5,252939,8,4,9,4,2,0,40,38,0
37468,20,2,316043,1,4,7,3,2,1,20,38,0
37469,58,0,319733,11,2,13,0,4,1,70,38,0
37470,21,5,99199,12,4,13,3,4,1,15,38,0
37471,28,2,204600,11,5,10,2,4,1,40,38,0
37472,40,2,173307,0,2,6,0,4,1,40,38,0
37473,45,4,34446,11,2,13,0,4,1,50,38,0
37474,40,4,237293,14,2,9,5,4,0,40,38,1
37475,41,2,175642,15,4,2,1,4,0,40,38,0
37476,58,2,203735,11,0,3,4,4,0,40,38,0
37477,44,1,171589,8,2,2,0,4,1,40,38,1
37478,26,2,197967,11,2,11,0,4,1,65,38,0
37479,29,2,413297,7,4,11,1,4,1,45,25,0
37480,45,2,240841,12,4,9,1,4,0,40,38,0
37481,23,2,152189,7,4,7,1,4,1,40,38,0
37482,39,5,85874,11,0,0,4,4,0,40,38,0
37483,45,4,176814,10,2,9,0,4,1,40,38,1
37484,51,1,133336,12,2,9,0,4,1,40,38,1
37485,22,2,362623,11,4,5,3,4,1,40,38,0
37486,28,2,30912,11,2,0,0,4,1,40,38,0
37487,23,2,35448,15,4,7,4,4,0,25,38,0
37488,33,2,173248,11,2,7,0,2,1,35,38,0
37489,37,2,49626,8,2,12,0,4,1,43,38,0
37490,19,2,102723,15,4,0,3,4,0,40,38,0
37491,35,2,168322,1,2,4,0,4,1,40,38,0
37492,62,2,131117,5,0,12,4,4,0,38,3,0
37493,25,2,110138,11,4,7,1,4,1,40,38,0
37494,21,2,107452,11,4,2,2,4,1,40,38,0
37495,32,2,160594,15,4,7,3,4,1,35,38,0
37496,32,1,186784,9,2,9,5,4,0,45,38,0
37497,70,1,334666,11,6,0,1,4,0,12,38,0
37498,57,2,104272,1,2,2,0,4,1,40,38,0
37499,31,2,19491,15,4,2,1,4,1,40,38,0
37500,37,2,128715,9,2,3,0,4,1,60,38,1
37501,34,2,128063,11,0,7,4,4,0,36,38,0
37502,26,4,37023,15,2,4,0,4,1,78,38,0
37503,44,2,68748,15,2,11,0,4,1,48,38,0
37504,66,2,140576,5,2,2,0,4,1,40,38,0
37505,39,1,327435,11,0,2,4,4,0,40,38,0
37506,31,2,202729,11,2,6,0,4,1,40,38,1
37507,53,2,277471,8,2,12,0,4,1,40,38,1
37508,36,2,189670,11,2,6,5,4,0,50,38,0
37509,61,2,204908,6,2,2,0,4,1,40,38,0
37510,43,2,171841,9,2,11,0,4,1,40,38,1
37511,38,2,78247,15,2,3,0,4,1,40,38,0
37512,26,2,68895,11,4,0,1,4,1,50,25,0
37513,27,2,56658,11,2,5,0,0,1,8,38,0
37514,58,1,259216,6,0,7,1,4,0,40,38,0
37515,37,5,270278,11,0,0,4,4,0,12,32,0
37516,56,2,238806,5,2,2,0,4,1,26,38,0
37517,36,2,111128,15,5,3,1,4,1,60,38,1
37518,29,2,119429,11,4,2,1,2,1,40,38,0
37519,28,2,73037,0,4,13,4,4,1,30,38,0
37520,61,4,84409,10,2,9,0,4,1,40,38,1
37521,66,4,274451,6,2,4,0,4,1,25,38,1
37522,31,2,246439,15,2,4,0,4,1,50,38,1
37523,21,2,124242,7,4,7,3,4,0,40,38,0
37524,67,4,123393,11,2,13,0,4,1,58,38,1
37525,26,2,159732,11,6,13,1,4,1,40,38,0
37526,21,2,161415,15,4,2,1,4,1,50,38,0
37527,33,2,157568,11,2,6,0,4,1,40,38,0
37528,33,2,168030,11,0,7,4,4,0,32,38,0
37529,59,5,349910,9,2,3,0,4,1,50,38,1
37530,82,3,130329,5,2,4,0,4,1,50,38,0
37531,34,5,56964,10,2,9,5,4,0,50,38,1
37532,29,2,370509,9,2,3,0,4,1,50,9,1
37533,19,2,106306,15,0,7,3,4,0,40,38,0
37534,57,4,56480,11,2,3,0,4,1,1,38,0
37535,41,2,115932,15,2,3,0,4,1,50,38,1
37536,55,2,154580,0,2,7,0,2,1,40,38,0
37537,27,2,404421,15,4,5,1,2,1,40,38,0
37538,33,2,194901,11,4,2,1,4,1,45,38,0
37539,43,5,164790,15,0,0,1,2,1,50,38,1
37540,72,0,94242,15,6,12,1,4,0,16,38,0
37541,68,4,365020,11,2,11,0,4,1,40,38,0
37542,29,2,160512,11,5,0,3,4,0,40,38,0
37543,41,2,170331,9,2,9,0,4,1,60,38,0
37544,30,2,101266,11,2,10,0,4,1,40,38,0
37545,31,2,100252,9,0,7,1,1,1,70,38,1
37546,54,2,217718,4,3,7,4,2,0,30,13,0
37547,32,2,170154,7,5,3,4,4,0,50,38,1
37548,56,2,105281,11,6,11,1,4,0,40,38,0
37549,41,5,283917,8,2,9,0,4,1,35,38,1
37550,48,2,39530,11,0,0,1,4,0,40,38,0
37551,66,4,212185,5,2,4,0,4,1,48,38,0
37552,25,3,90752,9,4,11,1,4,0,50,38,0
37553,31,2,202450,11,2,6,0,4,1,40,38,0
37554,32,2,168138,7,0,11,1,4,1,48,38,0
37555,51,2,159755,9,2,3,0,4,1,40,38,1
37556,42,2,191765,11,4,0,2,2,0,40,37,0
37557,31,2,340880,14,2,9,0,4,1,60,38,1
37558,43,4,113211,11,2,3,5,4,0,40,38,0
37559,42,2,134509,15,4,13,4,2,0,40,38,0
37560,20,5,147280,11,4,7,2,3,1,40,38,0
37561,40,2,145441,9,2,9,0,4,1,40,38,1
37562,65,2,398001,11,6,0,1,4,0,20,38,0
37563,53,2,31588,9,2,9,0,4,1,52,38,1
37564,56,2,189975,15,2,2,0,4,1,60,38,1
37565,51,5,231495,10,2,3,0,4,1,55,38,1
37566,44,2,186916,12,2,3,0,4,1,50,38,1
37567,49,3,213140,11,2,3,0,4,1,60,38,1
37568,47,2,176893,11,0,2,1,2,1,44,38,1
37569,22,2,115244,7,2,9,5,4,0,40,38,0
37570,53,2,313243,15,5,2,1,4,1,45,38,1
37571,41,1,169995,15,0,10,1,4,1,20,38,0
37572,19,2,198459,11,4,0,3,4,1,40,38,0
37573,27,1,66824,9,4,9,1,0,0,43,38,0
37574,48,4,52240,8,2,3,5,4,0,25,38,1
37575,52,2,35305,5,4,7,3,4,0,7,38,0
37576,61,5,186451,14,2,9,0,4,1,40,38,1
37577,45,4,160724,9,2,3,0,1,1,45,2,1
37578,29,2,210464,6,2,6,0,4,1,40,38,0
37579,41,2,207685,15,0,7,1,4,1,21,38,0
37580,38,2,233717,15,0,3,4,2,1,60,38,0
37581,32,2,222205,15,2,9,5,4,0,40,38,1
37582,37,2,167613,11,2,7,0,4,1,40,38,0
37583,55,2,148773,0,2,6,0,4,1,40,38,0
37584,62,1,68268,11,2,13,0,4,1,40,38,0
37585,48,2,174533,11,2,6,0,4,1,40,38,0
37586,43,2,273230,15,2,3,0,4,1,50,38,1
37587,25,2,187502,11,4,11,3,2,1,24,38,0
37588,47,2,209320,11,5,7,1,4,0,40,38,0
37589,49,4,56841,9,2,4,0,4,1,70,38,0
37590,55,2,254627,11,2,7,0,4,1,40,38,0
37591,42,2,42703,11,0,0,4,4,0,40,38,0
37592,40,2,374137,11,0,0,3,4,1,40,38,0
37593,34,2,196385,8,2,3,0,4,1,40,38,0
37594,38,2,192930,11,5,11,4,4,0,10,38,0
37595,39,2,99527,11,2,2,0,4,1,40,38,1
37596,45,2,185437,7,0,2,1,4,0,55,38,0
37597,43,2,247162,7,4,11,3,4,1,40,38,0
37598,32,0,131534,11,4,3,1,2,0,40,38,0
37599,18,2,184693,15,4,7,3,4,0,20,25,0
37600,27,2,704108,12,4,9,1,4,1,40,38,0
37601,57,2,220262,7,0,12,1,4,0,40,38,0
37602,38,2,95654,11,2,0,5,4,0,60,38,0
37603,67,2,89346,9,2,9,0,4,1,40,38,1
37604,26,2,94392,1,5,7,4,4,0,20,38,0
37605,21,2,334113,11,4,6,3,4,1,40,38,0
37606,17,2,32763,0,4,7,3,4,1,15,38,0
37607,31,2,136651,11,2,2,0,4,1,40,25,0
37608,51,4,240236,7,5,11,1,2,1,30,38,0
37609,29,2,53271,9,2,3,0,4,1,40,38,1
37610,28,2,31493,9,4,2,3,4,1,40,38,1
37611,32,2,195891,7,2,9,0,4,1,45,38,1
37612,31,1,209103,15,2,10,0,4,1,45,38,0
37613,26,2,211424,15,2,5,0,4,1,40,38,1
